마을명,시군구명,읍면동명,행정리명,숙박업소명,업태구분명,숙박업소전화번호,소재지도로명주소,소재지지번주소,위도,경도,인허가일자,상세영업상태코드,상세영업상태명,건물지상층수,건물지하층수,객실수,한실수,양실수,데이터기준일자
대평리마을,서귀포시,안덕면,대평리,소기왓민박,민박업,,제주특별자치도 서귀포시 안덕면 소기왓로 81-44 1층,제주특별자치도 서귀포시 안덕면 창천리 953-5,33.24024139,126.3657087,,13,영업중,,,1,,,2022-09-30
대평리마을,서귀포시,안덕면,대평리,소소한 게스트하우스,민박업,,제주특별자치도 서귀포시 안덕면 대평감산로 35,제주특별자치도 서귀포시 안덕면 창천리 890-4,33.23789196,126.3660114,2013-08-26,13,영업중,3,0,4,0,4,2022-09-30
대평리마을,서귀포시,안덕면,대평리,오션뷰제주 게스트하우스,민박업,0507-1360-7180,제주특별자치도 서귀포시 안덕면 난드르로 49-71 오션뷰제주특별자치도 게스트하우스,제주특별자치도 서귀포시 안덕면 창천리 785-2,33.23221583,126.3670326,,13,영업중,,,4,,,2022-09-30
대평리마을,서귀포시,안덕면,대평리,우무레 민박,민박업,0507-1342-7225,제주특별자치도 서귀포시 안덕면 소기왓로 41,제주특별자치도 서귀포시 안덕면 창천리 746-4,33.23858816,126.3692774,,13,영업중,,,2,,,2022-09-30
대평리마을,서귀포시,안덕면,대평리,이응게스트하우스,민박업,0507-1365-0430,제주특별자치도 서귀포시 안덕면 난드르로21번길 7-1 이응게스트하우스,제주특별자치도 서귀포시 안덕면 창천리 810,33.23451195,126.3659982,,13,영업중,,,5,,,2022-09-30
대평리마을,서귀포시,안덕면,대평리,이치비 민박,민박업,0507-1314-3605,제주특별자치도 서귀포시 안덕면 난드르로 17 이치비 민박,제주특별자치도 서귀포시 안덕면 창천리 812-1,33.23462324,126.366165,,13,영업중,,,3,,,2022-09-30
대평리마을,서귀포시,안덕면,대평리,제주그루,민박업,,제주특별자치도 서귀포시 안덕면 소기왓로37번길 3,제주특별자치도 서귀포시 안덕면 창천리 766-5,33.23786506,126.3686992,,13,영업중,,,1,,,2022-09-30
대평리마을,서귀포시,안덕면,대평리,제주애,민박업,0507-1321-6365,제주특별자치도 서귀포시 안덕면 소기왓로 79-1,제주특별자치도 서귀포시 안덕면 창천리 707-7,33.24155391,126.3687183,,13,영업중,,,2,,,2022-09-30
대평리마을,서귀포시,안덕면,대평리,커먼스테이,민박업,0507-1388-6969,제주특별자치도 서귀포시 안덕면 대평로 21,제주특별자치도 서귀포시 안덕면 창천리 844-13,33.23599213,126.3645297,,13,영업중,,,7,,,2022-09-30
대평리마을,서귀포시,안덕면,대평리,라림부띠끄호텔,호텔업,064-738-3869,제주특별자치도 서귀포시 안덕면 대평로 39,제주특별자치도 서귀포시 안덕면 창천리 907-1,33.23680129,126.3629789,2013-11-25,13,영업중,2,1,11,0,11,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,라이온힐펜션,기타일반 및 생활 숙박시설 운영업,064-794-5353,제주특별자치도 서귀포시 안덕면 평화로 507,제주특별자치도 서귀포시 안덕면 덕수리 236,33.28142424,126.31912,2012-09-05,13,영업중,1,0,6,4,2,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,마루호텔앤카페,기타일반 및 생활 숙박시설 운영업,064-794-5665,제주특별자치도 서귀포시 안덕면 평화로 486,제주특별자치도 서귀포시 안덕면 덕수리 1513-1,33.27937787,126.317939,2017-08-23,13,영업중,,,20,,20,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,호호아이키즈풀빌라,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 평화로 492-10,제주특별자치도 서귀포시 안덕면 덕수리 1520-8,33.28006158,126.3193077,2016-04-15,13,영업중,2,0,4,0,4,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,리틀덕수,민박업,,제주특별자치도 서귀포시 안덕면 덕수회관로 102,제주특별자치도 서귀포시 안덕면 덕수리 2338-2,33.25446372,126.3060628,,13,영업중,,,1,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,미까사제주,민박업,0507-1345-5370,제주특별자치도 서귀포시 안덕면 덕수서로27번길 3 이태리마을 6동,제주특별자치도 서귀포시 안덕면 덕수리 2421-5 ,33.25272519,126.3027204,,13,영업중,,,1,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,이태리밀라노하우스,민박업,0507-1345-9535,제주특별자치도 서귀포시 안덕면 덕수서로 17-1,제주특별자치도 서귀포시 안덕면 덕수리 2421-18,33.25212954,126.3038224,,13,영업중,,,1,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,노빠사나다,민박업,0507-1311-0634,제주특별자치도 서귀포시 안덕면 일주서로 2094,제주특별자치도 서귀포시 안덕면 덕수리 3001-1,33.25085828,126.2942285,,13,영업중,,,3,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,무문스테이,민박업,0507-1417-5064,제주특별자치도 서귀포시 안덕면 일주서로2048번길 200-2,제주특별자치도 서귀포시 안덕면 덕수리 2772-9,33.26628963,126.3006567,,13,영업중,,,2,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,금서방네이층집,민박업,,제주특별자치도 서귀포시 안덕면 덕수회관로61번길 1,제주특별자치도 서귀포시 안덕면 덕수리 773-1,33.2538983,126.3101773,,13,영업중,,,3,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,한스스테이,민박업,,제주특별자치도 서귀포시 안덕면 화순서서로 304,제주특별자치도 서귀포시 안덕면 덕수리 1392-3,33.2737955,126.316045,,13,영업중,,,2,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,도르멍스테이,민박업,,제주특별자치도 서귀포시 안덕면 일주서로2048번길 156-31,제주특별자치도 서귀포시 안덕면 덕수리 2724-6,33.26216745,126.3015373,,13,영업중,,,1,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,야자수하우스,민박업,0507-1308-1360,제주특별자치도 서귀포시 안덕면 덕수서로174번길 113,제주특별자치도 서귀포시 안덕면 덕수리 1262-4,33.26706088,126.3157111,,13,영업중,,,2,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,산방산의품,민박업,,제주특별자치도 서귀포시 안덕면 일주서로2048번길 53-11,제주특별자치도 서귀포시 안덕면 덕수리 2495-5,33.25430302,126.3007146,,13,영업중,,,4,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,덕수리안펜션독채,민박업,,제주특별자치도 서귀포시 안덕면 화순서서로 294-41,제주특별자치도 서귀포시 안덕면 덕수리 1460-12,33.2758063,126.3164909,,13,영업중,,,2,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,펜션153,민박업,0507-1326-0933,제주특별자치도 서귀포시 안덕면 덕수서로174번길 111 ,제주특별자치도 서귀포시 안덕면 덕수리 1262,33.26710467,126.3154774,,13,영업중,,,2,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,풍경하우스,민박업,,제주특별자치도 서귀포시 안덕면 덕수서로18번길 7,제주특별자치도 서귀포시 안덕면 덕수리 2392,33.2521497,126.3046056,,13,영업중,,,3,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,덕수하루독채펜션,민박업,,제주특별자치도 서귀포시 안덕면 덕수회관로87번길 35-10,제주특별자치도 서귀포시 안덕면 덕수리 2418-1,33.25250415,126.3047074,,13,영업중,,,1,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,제주머무리,민박업,,제주특별자치도 서귀포시 안덕면 평화로 437-10,제주특별자치도 서귀포시 안덕면 덕수리 1596,33.27697314,126.3134924,,13,영업중,,,3,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,하리네펜션,민박업,,제주특별자치도 서귀포시 안덕면 일주서로2048번길 156-21,제주특별자치도 서귀포시 안덕면 덕수리 2724,33.26267634,126.3010423,,13,영업중,,,1,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,본본제주,민박업,,제주특별자치도 서귀포시 안덕면 덕수동로 149-19,제주특별자치도 서귀포시 안덕면 덕수리 1262-6,33.26759992,126.3157713,,13,영업중,,,1,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,동막골펜션,민박업,,제주특별자치도 서귀포시 안덕면 서광서문로 55-7,제주특별자치도 서귀포시 안덕면 덕수리 190,33.28351034,126.3230407,,13,영업중,,,1,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,864펜션,민박업,,제주특별자치도 서귀포시 안덕면 덕수동로 18-4,제주특별자치도 서귀포시 안덕면 덕수리 864-1,33.25548702,126.3109213,,13,영업중,,,7,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,베베앙팡,민박업,,제주특별자치도 서귀포시 안덕면 일주서로2048번길 156-27,제주특별자치도 서귀포시 안덕면 덕수리 2724-4,33.26232751,126.3015414,,13,영업중,,,2,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,귤중옥펜션,민박업,,제주특별자치도 서귀포시 안덕면 덕수서로163번길 34,제주특별자치도 서귀포시 안덕면 덕수리 2769-1,33.26606001,126.3011093,,13,영업중,,,4,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,달코롬,민박업,,제주특별자치도 서귀포시 안덕면 덕수서로35번길 18-9,제주특별자치도 서귀포시 안덕면 덕수리 2550-9,33.25488161,126.3029984,,13,영업중,,,2,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,크로베한라,민박업,,제주특별자치도 서귀포시 안덕면 덕수회관로58번길 6,제주특별자치도 서귀포시 안덕면 덕수리 792-5,33.25409793,126.3112193,,13,영업중,,,2,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,제주도조용한게스트하우스 산방산점,민박업,,제주특별자치도 서귀포시 안덕면 덕수회관로87번길 34,제주특별자치도 서귀포시 안덕면 덕수리 2328-1,33.25336326,126.304765,,13,영업중,,,3,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,플랜트101 풀빌라,민박업,,제주특별자치도 서귀포시 안덕면 평화로319번길 62,제주특별자치도 서귀포시 안덕면 덕수리 1665-3,33.2755757,126.3078118,,13,영업중,,,3,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,크로베산방,민박업,,제주특별자치도 서귀포시 안덕면 덕수회관로58번길 4,제주특별자치도 서귀포시 안덕면 덕수리 792-4,33.25407099,126.3108332,,13,영업중,,,2,,,2022-09-30
덕수리마을,서귀포시,안덕면,덕수리,덕수리 1460,민박업,,제주특별자치도 서귀포시 안덕면 화순서서로 294-51,제주특별자치도 서귀포시 안덕면 덕수리 16460-8,33.27555827,126.3160662,,13,영업중,,,2,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,헤이미쉬,민박업,,제주특별자치도 서귀포시 안덕면 신화역사로685번길 14-9,제주특별자치도 서귀포시 안덕면 동광리 5-202,33.31429402,126.3605809,,13,영업중,,,1,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,메리제이,민박업,,제주특별자치도 서귀포시 안덕면 신화역사로 695,제주특별자치도 서귀포시 안덕면 동광리 74-20,33.31362364,126.3603979,,13,영업중,,,4,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,반디힐,민박업,0507-1435-1213,제주특별자치도 서귀포시 안덕면 동광로 265-56 ,제주특별자치도 서귀포시 안덕면 동광리 863-5,33.31591159,126.3418623,,13,영업중,,,1,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,하루를품다,민박업,,제주특별자치도 서귀포시 안덕면 동광본동로 29,제주특별자치도 서귀포시 안덕면 동광리 959-4,33.30807851,126.3358651,,13,영업중,,,1,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,춘자네펜션,민박업,,제주특별자치도 서귀포시 안덕면 서광동로 77,제주특별자치도 서귀포시 안덕면 동광리 1238-1,33.2929343,126.3305099,,13,영업중,,,6,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,아를별밤 키즈가족펜션,민박업,,제주특별자치도 서귀포시 안덕면 동광로 265-120,제주특별자치도 서귀포시 안덕면 동광리 863-8,33.31560766,126.3419317,,13,영업중,,,1,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,제주탐라도다펜션,민박업,1644-9565,제주특별자치도 서귀포시 안덕면 신화역사로682번길 17,제주특별자치도 서귀포시 안덕면 동광리 5-141,33.31217138,126.3593937,,13,영업중,,,5,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,지아정원 키즈가족펜션,민박업,0507-1369-6517,제주특별자치도 서귀포시 안덕면 동광로 265-100,제주특별자치도 서귀포시 안덕면 동광리 862,33.31562078,126.3401543,,13,영업중,,,1,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,수줍은언니네,민박업,0507-1411-7816,제주특별자치도 서귀포시 안덕면 신화역사로682번길 42,제주특별자치도 서귀포시 안덕면 동광리 5-154,33.31010431,126.3584934,,13,영업중,,,4,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,에메랄드하우스,민박업,0507-1377-0880,제주특별자치도 서귀포시 안덕면 신화역사로 545-66,제주특별자치도 서귀포시 안덕면 동광리 420-4,33.31556941,126.3487886,,13,영업중,,,5,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,제주장미펜션,민박업,064-794-5803,제주특별자치도 서귀포시 안덕면 평화로 768-15,제주특별자치도 서귀포시 안덕면 동광리 1068,33.30010461,126.3364409,,13,영업중,,,5,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,아린하우스,민박업,,제주특별자치도 서귀포시 안덕면 신화역사로685번길 14-7,제주특별자치도 서귀포시 안덕면 동광리 5-147,33.31502362,126.3613192,,13,영업중,,,3,,,2022-09-30
동광마을,서귀포시,안덕면,동광리,코즈게스트하우스,민박업,,제주특별자치도 서귀포시 안덕면 동광로100번길 20,제주특별자치도 서귀포시 안덕면 동광리 1593-6,33.30428807,126.338554,,13,영업중,,,4,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,담모라 호텔앤 리조트,기타일반 및 생활 숙박시설 운영업,064-792-6678,제주특별자치도 서귀포시 안덕면 일주서로 1975-11,제주특별자치도 서귀포시 안덕면 사계리 734,33.24970748,126.3060226,2013-09-17,13,영업중,3,1,16,,16,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,루시드엠,기타일반 및 생활 숙박시설 운영업,064-794-1690,제주특별자치도 서귀포시 안덕면 사계북로 120,제주특별자치도 서귀포시 안덕면 사계리 1637-2,33.23689118,126.3004187,2016-08-18,13,영업중,3,0,12,,12,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,콤마앤리조트,기타일반 및 생활 숙박시설 운영업,064-903-1177,제주특별자치도 서귀포시 안덕면 사계중앙로3번길 22,제주특별자치도 서귀포시 안덕면 사계리 2266-1,33.23017002,126.2996864,2014-06-10,13,영업중,2,1,14,,14,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,썬앤문리조트,기타일반 및 생활 숙박시설 운영업,064-794-6633,제주특별자치도 서귀포시 안덕면 사계남로 102,제주특별자치도 서귀포시 안덕면 사계리 2166-3,33.22736679,126.301031,2019-08-22,13,영업중,2,1,8,4,4,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,오션하우스,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 사계남로216번길 42,제주특별자치도 서귀포시 안덕면 사계리 123,33.23480211,126.3101797,2003-03-12,13,영업중,2,0,10,,10,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,디오션힐 펜션,기타일반 및 생활 숙박시설 운영업,064-792-0102,제주특별자치도 서귀포시 안덕면 사계북로 208,제주특별자치도 서귀포시 안덕면 사계리 204,33.23676668,126.308791,2014-06-06,13,영업중,2,0,20,,20,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,두빛나래 리조트,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 사계북로 109,제주특별자치도 서귀포시 안덕면 사계리 1586-1,33.23697996,126.2993719,2015-11-17,13,영업중,3,0,20,1,19,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,바다스케치펜션,기타일반 및 생활 숙박시설 운영업,064-794-0030,제주특별자치도 서귀포시 안덕면 사계남로216번길 52,제주특별자치도 서귀포시 안덕면 사계리 150,33.23490569,126.3097551,2004-10-11,13,영업중,2,1,7,3,4,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,호텔하루시다,기타일반 및 생활 숙박시설 운영업,064-792-2002,제주특별자치도 서귀포시 안덕면 사계로114번길 130,제주특별자치도 서귀포시 안덕면 사계리 724,33.24945215,126.3087448,2022-06-22,13,영업중,3,0,12,,12,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,엘린빌리지,기타일반 및 생활 숙박시설 운영업,070-4548-4243,제주특별자치도 서귀포시 안덕면 사계로 187-3,제주특별자치도 서귀포시 안덕면 사계리 875,33.2466811,126.3025377,2020-04-23,13,영업중,,,9,,9,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,라온제나,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 사계로114번길 54-12 2층,제주특별자치도 서귀포시 안덕면 사계리 385-1,33.24240677,126.304833,2021-02-03,13,영업중,2,0,11,,11,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,해담은스파빌,기타일반 및 생활 숙박시설 운영업,064-792-4200,제주특별자치도 서귀포시 안덕면 사계북로 157-17,제주특별자치도 서귀포시 안덕면 사계리 360-4,33.23945665,126.3032952,2012-01-20,13,영업중,2,0,10,,10,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,아리게스트하우스,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 사계로114번길 54-93,제주특별자치도 서귀포시 안덕면 사계리 230,33.23578219,126.3084796,2013-06-20,13,영업중,1,0,7,,7,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,미르빌펜션앤리조트,기타일반 및 생활 숙박시설 운영업,064-792-2918,제주특별자치도 서귀포시 안덕면 사계로114번길 87,제주특별자치도 서귀포시 안덕면 사계리 846,33.24576252,126.3059518,2019-08-02,13,영업중,,,3,,3,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,또똣제주백팩커스,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 사계남로153번길 10,제주특별자치도 서귀포시 안덕면 사계리 2080-1,33.22939338,126.3063011,2006-04-28,13,영업중,3,0,7,,7,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,제주도게스트하우스파티 간장남들,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 사계북로41번길 30,제주특별자치도 서귀포시 안덕면 사계리 2884,33.2359924,126.2953297,2009-06-25,13,영업중,2,0,8,,8,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,유니콘,기타일반 및 생활 숙박시설 운영업,064-792-1116,제주특별자치도 서귀포시 안덕면 사계남로153번길 16,제주특별자치도 서귀포시 안덕면 사계리 2082-1,33.23008735,126.3058477,2004-08-03,13,영업중,3,0,14,10,4,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,태연8289 풀 리조트,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 사계북로41번길 32,제주특별자치도 서귀포시 안덕면 사계리 2884-1,33.23628635,126.2954936,2009-07-17,13,영업중,3,0,13,13,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,제주산방산황토펜션,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 사계로 62-1,제주특별자치도 서귀포시 안덕면 사계리 2979-5,33.23670927,126.2981349,2015-05-28,13,영업중,2,0,4,,4,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,오피스제주 사계점,기타일반 및 생활 숙박시설 운영업,070-4833-5954,제주특별자치도 서귀포시 안덕면 향교로 214,제주특별자치도 서귀포시 안덕면 사계리 3318-1,33.23416604,126.2904682,2016-09-09,13,영업중,3,0,20,,20,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,연암재,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 사계북로 76,제주특별자치도 서귀포시 안덕면 사계리 2880-3,33.23508709,126.2962703,2016-08-22,13,영업중,1,0,1,,1,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,스테이 숲이되는시간,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 안덕면 사계로114번길 54-102,제주특별자치도 서귀포시 안덕면 사계리 238-1,33.23503676,126.3081931,2019-04-05,13,영업중,3,0,3,2,1,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,산방산에펜션,기타일반 및 생활 숙박시설 운영업,064-794-3100,제주특별자치도 서귀포시 안덕면 사계북로41번길 151,제주특별자치도 서귀포시 안덕면 사계리 1125,33.2463101,126.2970952,2004-06-11,13,영업중,1,0,9,7,2,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,제주로하스펜션,기타일반 및 생활 숙박시설 운영업,064-794-2288,제주특별자치도 서귀포시 안덕면 사계로 62,제주특별자치도 서귀포시 안덕면 사계리 2979-1,33.23674394,126.2978879,2015-05-28,13,영업중,2,0,4,,4,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,엠제이펜션,기타일반 및 생활 숙박시설 운영업,064-792-6661,제주특별자치도 서귀포시 안덕면 사계로 155,제주특별자치도 서귀포시 안덕면 사계리 1349,33.24448513,126.3020402,2017-02-21,13,영업중,3,0,10,,10,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,하늘조각휴양펜션,기타일반 및 생활 숙박시설 운영업,064-792-6161,제주특별자치도 서귀포시 안덕면 사계북로 75,제주특별자치도 서귀포시 안덕면 사계리 2880-1,33.23554215,126.2958268,2015-09-14,13,영업중,2,1,10,1,9,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,용산유원,기타일반 및 생활 숙박시설 운영업,064-795-9955,제주특별자치도 서귀포시 안덕면 향교로 165-23,제주특별자치도 서귀포시 안덕면 사계리 3124,33.24012445,126.2894571,2013-10-28,13,영업중,,,18,,18,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,베어포레스트,민박업,,제주특별자치도 서귀포시 안덕면 사계남로56번길 11-1,제주특별자치도 서귀포시 안덕면 사계리 2335-7,33.22607701,126.296549,,13,영업중,,,1,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,라운지하우스 제주다,민박업,064-792-5670,제주특별자치도 서귀포시 안덕면 사계남로50번길 60,제주특별자치도 서귀포시 안덕면 사계리 3537-1,33.22317375,126.2925629,,13,영업중,,,3,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,사계화,민박업,,제주특별자치도 서귀포시 안덕면 사계중앙로 5,제주특별자치도 서귀포시 안덕면 사계리 2252-3,33.23086803,126.2979536,,13,영업중,,,2,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,더조은하우스,민박업,,제주특별자치도 서귀포시 안덕면 향교로 184,제주특별자치도 서귀포시 안덕면 사계리 3159-9,33.23556423,126.2890085,,13,영업중,,,2,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,사계여행,민박업,,제주특별자치도 서귀포시 안덕면 산방로 262,제주특별자치도 서귀포시 안덕면 사계리 236-2,33.23496218,126.3077511,,13,영업중,,,2,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,산방산 머물다펜션,민박업,1644-9565,제주특별자치도 서귀포시 안덕면 사계로114번길 53-5,제주특별자치도 서귀포시 안덕면 사계리 514-4,33.24338321,126.3041063,,13,영업중,,,5,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,사계쉼팡,민박업,064-792-0900,제주특별자치도 서귀포시 안덕면 사계북로41번길 140,제주특별자치도 서귀포시 안덕면 사계리 1242,33.24507505,126.2971238,,13,영업중,,,4,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,몬뗴뷰 스테이,민박업,,제주특별자치도 서귀포시 안덕면 사계남로 75,제주특별자치도 서귀포시 안덕면 사계리 2277-2,33.22807096,126.2987886,,13,영업중,,,5,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,베베앙팡 2호점,민박업,,제주특별자치도 서귀포시 안덕면 사계북로41번길 128-21 베베앙팡 2호점,제주특별자치도 서귀포시 안덕면 사계리 1266-3,33.24427951,126.3015334,,13,영업중,,,2,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,힐링스파펜션,민박업,1644-9565,제주특별자치도 서귀포시 안덕면 사계로114번길 53-27 2층,제주특별자치도 서귀포시 안덕면 사계리 517-3,33.24404553,126.3040394,,13,영업중,,,5,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,자담하우스,민박업,064-794-4967,제주특별자치도 서귀포시 안덕면 사계남로 111,제주특별자치도 서귀포시 안덕면 사계리 2158,33.22787005,126.3019415,,13,영업중,,,5,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,도체비낭게스트하우스,민박업,,제주특별자치도 서귀포시 안덕면 사계남로 64-11,제주특별자치도 서귀포시 안덕면 사계리 2325-7,33.22610257,126.2970825,,13,영업중,,,6,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,사계2248,민박업,0507-1368-7814,제주특별자치도 서귀포시 안덕면 사계중앙로3번길 21,제주특별자치도 서귀포시 안덕면 사계리 2248-1,33.23037849,126.2998805,,13,영업중,,,1,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,산방댁,민박업,,제주특별자치도 서귀포시 안덕면 사계신항로 6,제주특별자치도 서귀포시 안덕면 사계리 3591,33.24973054,126.3208145,,13,영업중,,,5,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,제주 펠리체펜션,민박업,,제주특별자치도 서귀포시 안덕면 사계북로 117,제주특별자치도 서귀포시 안덕면 사계리 1585,33.23725287,126.2998016,,13,영업중,,,1,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,올레하우스펜션 ,민박업,,제주특별자치도 서귀포시 안덕면 사계북로41번길 188-14,제주특별자치도 서귀포시 안덕면 사계리 980,33.24901846,126.2993161,,13,영업중,,,3,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,더게스트하우스,민박업,,제주특별자치도 서귀포시 안덕면 사계남로 10-6,제주특별자치도 서귀포시 안덕면 사계리 3443,33.22969264,126.2925989,,13,영업중,,,6,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,스테이 사계,민박업,064-792-8839,제주특별자치도 서귀포시 안덕면 사계북로 157-6,제주특별자치도 서귀포시 안덕면 사계리 407-5,33.23886895,126.3046115,,13,영업중,,,2,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,제주개구리키즈펜션,민박업,,제주특별자치도 서귀포시 안덕면 사계로114번길 68-9,제주특별자치도 서귀포시 안덕면 사계리 556-3,33.2444728,126.3066863,,13,영업중,,,1,,,2022-09-30
사계리어촌체험휴양마을,서귀포시,안덕면,사계리,제주 개구리펜션 가족독채펜션,민박업,,제주특별자치도 서귀포시 안덕면 사계로114번길 68-7,제주특별자치도 서귀포시 안덕면 사계리 556-5,33.24470855,126.3065208,,13,영업중,,,3,,,2022-09-30
